toa,toa_sub,Female,Gender - All,Male,Unspecified,cube,quarter
Permanent,36-Excepted Service - Executive,12.0,31.0,19.0,,Employment - June 2017,2017-06
Permanent,38-Excepted Service - Other,206962.0,423024.0,215806.0,256.0,Employment - June 2017,2017-06
Permanent,50-Senior Executive Service - Career,2560.0,7443.0,4882.0,,Employment - June 2017,2017-06
Permanent,55-Senior Executive Service - Non-Career,114.0,349.0,235.0,,Employment - June 2017,2017-06
Permanent,**-Unspecified,13.0,18.0,,,Employment - June 2017,2017-06
Permanent,Permanent,798257.0,1874060.0,1075403.0,400.0,Employment - June 2017,2017-06
Non-permanent,20-Competitive Service,12020.0,38288.0,26260.0,,Employment - June 2017,2017-06
Non-permanent,40-Excepted Service - Schedule A,6150.0,13043.0,6892.0,,Employment - June 2017,2017-06
Non-permanent,42-Excepted Service - Schedule B,637.0,2620.0,1982.0,,Employment - June 2017,2017-06
Non-permanent,44-Excepted Service - Schedule C,280.0,696.0,416.0,,Employment - June 2017,2017-06
Non-permanent,45-Excepted Service - Schedule D,2196.0,4154.0,1958.0,,Employment - June 2017,2017-06
Non-permanent,46-Excepted Service - Executive,61.0,237.0,176.0,,Employment - June 2017,2017-06
Non-permanent,48-Excepted Service - Other,17565.0,38116.0,20490.0,61.0,Employment - June 2017,2017-06
Non-permanent,60-Senior Executive Service - Limited Term,31.0,79.0,48.0,,Employment - June 2017,2017-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2017,2017-06
Non-permanent,Non-permanent,38941.0,97234.0,58222.0,71.0,Employment - June 2017,2017-06
Unspecified,Unspecified,239.0,383.0,134.0,,Employment - June 2017,2017-06
Permanent,10-Competitive Service - Career,482904.0,1175680.0,692761.0,15.0,Employment - September 2017,2017-09
Permanent,15-Competitive Service - Career-Conditional,74108.0,197861.0,123702.0,51.0,Employment - September 2017,2017-09
Permanent,30-Excepted Service - Schedule A,22279.0,50380.0,28074.0,27.0,Employment - September 2017,2017-09
Permanent,32-Excepted Service - Schedule B,1589.0,4102.0,2513.0,,Employment - September 2017,2017-09
Permanent,35-Excepted Service - Schedule D,4123.0,9053.0,4925.0,,Employment - September 2017,2017-09
Permanent,36-Excepted Service - Executive,12.0,32.0,20.0,,Employment - September 2017,2017-09
Permanent,38-Excepted Service - Other,209080.0,425039.0,215800.0,159.0,Employment - September 2017,2017-09
Permanent,50-Senior Executive Service - Career,2507.0,7346.0,4839.0,,Employment - September 2017,2017-09
Permanent,55-Senior Executive Service - Non-Career,150.0,475.0,325.0,,Employment - September 2017,2017-09
Permanent,**-Unspecified,,18.0,,,Employment - September 2017,2017-09
Permanent,Permanent,796762.0,1869986.0,1072967.0,257.0,Employment - September 2017,2017-09
Non-permanent,20-Competitive Service,10338.0,33118.0,22775.0,,Employment - September 2017,2017-09
Non-permanent,40-Excepted Service - Schedule A,6576.0,13593.0,7017.0,,Employment - September 2017,2017-09
Non-permanent,42-Excepted Service - Schedule B,636.0,2678.0,2042.0,,Employment - September 2017,2017-09
Non-permanent,44-Excepted Service - Schedule C,339.0,826.0,487.0,,Employment - September 2017,2017-09
Non-permanent,45-Excepted Service - Schedule D,946.0,1695.0,749.0,,Employment - September 2017,2017-09
Non-permanent,46-Excepted Service - Executive,76.0,302.0,226.0,,Employment - September 2017,2017-09
Non-permanent,48-Excepted Service - Other,16690.0,36074.0,19347.0,37.0,Employment - September 2017,2017-09
Non-permanent,60-Senior Executive Service - Limited Term,28.0,78.0,50.0,,Employment - September 2017,2017-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2017,2017-09
Non-permanent,Non-permanent,35630.0,88365.0,52693.0,42.0,Employment - September 2017,2017-09
Unspecified,Unspecified,238.0,402.0,151.0,13.0,Employment - September 2017,2017-09
